1.000000, 1.260000, 0.983333
1.026000, 1.517567, 0.969711
1.075157, 1.779722, 0.959422
1.145613, 2.052653, 0.952973
1.236317, 2.341981, 0.951075
1.346884, 2.652972, 0.954668
1.477492, 2.990711, 0.964942
1.628814, 3.360245, 0.983398
1.801957, 3.766693, 1.011906
1.998431, 4.215340, 1.052796
2.220122, 4.711708, 1.108962
2.469280, 5.261604, 1.183996
2.748513, 5.871150, 1.282346
3.060776, 6.546777, 1.409520
3.409377, 7.295185, 1.572315
3.797957, 8.123252, 1.779107
4.230487, 9.037878, 2.040181
4.711226, 10.045726, 2.368123
5.244676, 11.152844, 2.778250
5.835493, 12.364115, 3.289094
6.488355, 13.682477, 3.922892
7.207767, 15.107861, 4.706049
7.997777, 16.635756, 5.669494
8.861575, 18.255342, 6.848798
9.800952, 19.947119, 8.283875
10.815569, 21.680016, 10.017979
11.902014, 23.408073, 12.095650
13.052620, 25.066931, 14.559132
14.254051, 26.570646, 17.442780
15.485711, 27.809771, 20.765032
16.718117, 28.652060, 24.517838
17.911510, 28.947691, 28.654114
19.015129, 28.541052, 33.074974
19.967722, 27.290628, 37.620094
20.700012, 25.096809, 42.066208
21.139692, 21.934135, 46.139484
21.219137, 17.880163, 49.545906
20.885241, 13.129506, 52.018700
20.109667, 7.981848, 53.373665
18.896885, 2.799470, 53.555489
17.287144, -2.057715, 52.656357
15.352657, -6.299518, 50.896465
13.187440, -9.751739, 48.572083
10.893522, -12.367152, 45.990822
8.567455, -14.203315, 43.417183
6.290379, -15.382142, 41.042530
4.123127, -16.048744, 38.980469
2.105940, -16.340996, 37.279278
0.261246, -16.373001, 35.941032
-1.402178, -16.230017, 34.939831
-2.884962, -15.970407, 34.235676
-4.193507, -15.630807, 33.783466
-5.337237, -15.231969, 33.538052
-6.326710, -14.784070, 33.456669
-7.172446, -14.291001, 33.499836
-7.884301, -13.753618, 33.631523
-8.471232, -13.172076, 33.819057
-8.941317, -12.547410, 34.033054
-9.301926, -11.882502, 34.247410
-9.559983, -11.182548, 34.439445
-9.722239, -10.455112, 34.590111
-9.795527, -9.709855, 34.684177
-9.786960, -8.958006, 34.710396
-9.704064, -8.211682, 34.661503
-9.554826, -7.483129, 34.534061
-9.347656, -6.783979, 34.328152
-9.091289, -6.124606, 34.046879
-8.794621, -5.513620, 33.695766
-8.466520, -4.957563, 33.282116
-8.115624, -4.460776, 32.814327
-7.750140, -4.025455, 32.301300
-7.377671, -3.651844, 31.751911
-7.005088, -3.338522, 31.174614
-6.638432, -3.082752, 30.577158
-6.282864, -2.880842, 29.966413
-5.942661, -2.728486, 29.348309
-5.621244, -2.621076, 28.727831
-5.321227, -2.553952, 28.109093
-5.044499, -2.522608, 27.495419
-4.792310, -2.522835, 26.889460
-4.565363, -2.550827, 26.293310
-4.363909, -2.603235, 25.708611
-4.187842, -2.677197, 25.136650
-4.036777, -2.770338, 24.578457
-3.910134, -2.880754, 24.034864
-3.807196, -3.006989, 23.506577
-3.727175, -3.147993, 22.994217
-3.669257, -3.303087, 22.498369
-3.632640, -3.471925, 22.019611
-3.616568, -3.654452, 21.558544
-3.620357, -3.850867, 21.115816
-3.643408, -4.061590, 20.692142
-3.685226, -4.287230, 20.288332
-3.745426, -4.528550, 19.905304
-3.823739, -4.786445, 19.544109
-3.920009, -5.061912, 19.205954
-4.034200, -5.356020, 18.892221
-4.166382, -5.669886, 18.604502
-4.316732, -6.004640, 18.344610
-4.485523, -6.361391, 18.114624
-4.673110, -6.741188, 17.916908
-4.879918, -7.144969, 17.754147
-5.106423, -7.573509, 17.629372
-5.353131, -8.027342, 17.545990
-5.620553, -8.506685, 17.507811
-5.909166, -9.011337, 17.519058
-6.219383, -9.540560, 17.584377
-6.551500, -10.092941, 17.708824
-6.905644, -10.666239, 17.897827
-7.281704, -11.257196, 18.157124
-7.679253, -11.861354, 18.492649
-8.097464, -12.472834, 18.910376
-8.535001, -13.084134, 19.416082
-8.989914, -13.685930, 20.015051
-9.459516, -14.266911, 20.711670
-9.940255, -14.813683, 21.508940
-10.427598, -15.310774, 22.407887
-10.915915, -15.740789, 23.406889
-11.398403, -16.084763, 24.500957
-11.867039, -16.322750, 25.681005
-12.312610, -16.434719, 26.933207
-12.724820, -16.401722, 28.238531
-13.092510, -16.207352, 29.572594
-13.403995, -15.839386, 30.905941
